Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
"Draught House, The",78756,05/10/2021,84,"4112 MEDICAL PKWY
AUSTIN, TX 78756
(30.31105, -97.74258)",2801434,Routine Inspection
Levy at Q2 Stadium/East Club,78758,12/07/2021,100,"10414 MC KALLA PL
AUSTIN, TX 78758
(30.38617, -97.71859)",12394512,Routine Inspection
Baskin Robbins,78758,09/08/2022,85,"12407 N MOPAC EXPY
AUSTIN, TX 78758
(30.41825, -97.7044)",2802274,Routine Inspection
LW - Lexus of Lakeway,78734,08/02/2022,99,"108 S FM 620 RD
LAKEWAY, TX 78734
(30.36646, -97.95093)",12076818,Routine Inspection
LW - Circle K Store #2704681,78734,04/18/2022,91,"1405 S FM 620 RD
LAKEWAY, TX 78734",10758054,Routine Inspection
Taco Ranch,78749,05/18/2021,94,"5033 W US 290 HWY
AUSTIN, TX 78749
(30.23385, -97.82226)",11833191,Routine Inspection
Maki Toki,78758,11/03/2021,87,"1910 W BRAKER LN
AUSTIN, TX 78758
(30.39281, -97.70688)",10545223,Routine Inspection
Chupacabra Cantina [400 Bar],78701,10/22/2020,95,"400 E 6TH ST
AUSTIN, TX 78701
(30.26705, -97.73919)",10275443,Routine Inspection
LW - Raising Cane's Restaurants,78734,11/17/2022,99,"1600 S FM 620 RD
LAKEWAY, TX 78734",11531765,Routine Inspection
Juice Land Burnet,78757,06/16/2021,91,"7329 BURNET RD
AUSTIN, TX 78757
(30.34941, -97.73501)",10757816,Routine Inspection
Whataburger #346,78704,10/22/2020,100,"601 BARTON SPRINGS RD
AUSTIN, TX 78704
(30.25851, -97.7505)",2800311,Routine Inspection
ABIA - Haymaker Sports Bar,78719,08/25/2021,96,"3600 PRESIDENTIAL BLVD
AUSTIN, TX 78719
(30.20263, -97.66714)",12130626,Routine Inspection
Aguilera's Mexican Restaurant,78752,08/12/2020,83,"7210 CAMERON RD
AUSTIN, TX 78752
(30.32639, -97.69219)",10862312,Routine Inspection
PF - goPuff,78664,02/18/2022,100,"16920 JOE BARBEE DR
PFLUGERVILLE, TX 78664
(30.47003, -97.66473)",12395415,Routine Inspection
Domino's Pizza-Store #6404,78741,10/16/2020,97,"720 BASTROP HWY
AUSTIN, TX 78741
(30.23375, -97.68605)",10996583,Routine Inspection
Filipino Asian Mart,78748,08/29/2022,95,"615 W SLAUGHTER LN
AUSTIN, TX 78748
(30.17216, -97.80139)",11418638,Routine Inspection
BC - Tony C's,78738,04/20/2022,86,"12800 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.309414, -97.939901)",12393353,Routine Inspection
Luby's,78759,04/20/2020,88,"8176 N MOPAC EXPY
AUSTIN, TX 78759
(30.36806, -97.74323)",2800051,Routine Inspection
"Tavern, The",78703,07/29/2022,83,"922 W 12TH ST
AUSTIN, TX 78703
(30.27681, -97.7512)",11901972,Routine Inspection
Shipley's Donuts,78750,11/05/2021,93,"10401 ANDERSON MILL RD
AUSTIN, TX 78750
(30.4466, -97.80541)",11378392,Routine Inspection
Word of Mouth Bakery,78704,08/04/2022,94,"1506 S 1ST ST
AUSTIN, TX 78704
(30.24977, -97.75504)",12394043,Routine Inspection
Cheddars Casual Cafe #2031,78749,07/27/2020,90,"4301 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.22193, -97.83846)",10113690,Routine Inspection
Tony's Jamaican Food,78660,02/16/2022,85,"2700 W PECAN ST
AUSTIN, TX 78660
(30.44932, -97.65701)",12062528,Routine Inspection
OOB - Doubletree Austin,78752,09/28/2020,70,"6505 N IH
AUSTIN, TX 78752",11300187,Routine Inspection
"Bearded Baking Company, The",78752,11/09/2022,100,"1300 E ANDERSON LN
AUSTIN, TX 78752
(30.3343, -97.68934)",12395283,Routine Inspection
Turner-Roberts Recreation Center,78724,06/22/2022,88,"7201 COLONY LOOP DR
AUSTIN, TX 78724
(30.30192, -97.6346)",10184483,Routine Inspection
JewBoy Burgers,78751,08/19/2021,91,"5111 AIRPORT BLVD
AUSTIN, TX 78751
(30.31281, -97.71529)",12393290,Routine Inspection
PF - Blackhawk Golf Club,78660,01/27/2021,94,"2714 KELLY LN
PFLUGERVILLE, TX 78660
(30.4652, -97.57835)",12392486,Routine Inspection
LW - Baylor Scott & White Health,78738,06/03/2020,94,"100 MEDICAL PKWY
LAKEWAY, TX 78738
(30.33265739357, -97.9713481664)",11644210,Routine Inspection
Domino's,78705,05/05/2020,96,"1900 GUADALUPE ST
AUSTIN, TX 78705
(30.28218, -97.74208)",12186099,Routine Inspection
Hi Sign Brewing,78702,01/06/2023,92,"730 SHADY LN
AUSTIN, TX 78702
(30.25451, -97.6968)",12396500,Routine Inspection
Picole Pops,78758,10/20/2021,89,"11501 ROCK ROSE AVE
AUSTIN, TX 78758
(30.40141, -97.72264)",12394341,Routine Inspection
Early Childhood Program @JCAA,78731,09/15/2020,99,"7300 HART LN
AUSTIN, TX 78731
(30.35748, -97.75466)",10104464,Routine Inspection
Thrive Craft House,78705,01/13/2022,91,"519 W 37TH ST
AUSTIN, TX 78705
(30.30189, -97.73847)",12393654,Routine Inspection
"El Chile Catering Group, LLC",78751,01/13/2023,93,"5610 N IH
SVRD SB AUSTIN, TX 78751",12396289,Routine Inspection
PF - Jeany's Ginger Elixir,78664,05/20/2022,89,"16708 PICADILLY CT
PFLUGERVILLE, TX 78664
(30.46634, -97.65781)",12395507,Routine Inspection
Starbucks Coffee #14663,78744,07/30/2020,95,"7709 E BEN WHITE BLVD
AUSTIN, TX 78744
(30.2184, -97.68984)",10195157,Routine Inspection
Orange Leaf Self Serve Frozen Yogurt,78748,12/09/2021,97,"9600 S IH
AUSTIN, TX 78748",10828816,Routine Inspection
Kappa Kappa Gamma,78705,09/01/2022,90,"2001 UNIVERSITY AVE
AUSTIN, TX 78705
(30.28276, -97.73964)",11648824,Routine Inspection
HEB #27- Anderson Mill,78726,11/16/2021,97,"11521 N FM 620 RD
AUSTIN, TX 78726
(30.4547, -97.82594)",2803962,Routine Inspection
PF - Costco Wholesale #1322/Produce,78660,05/26/2021,100,"1901 KELLY LN
PFLUGERVILLE, TX 78660
(30.47012, -97.58987)",12392353,Routine Inspection
Chi'Lantro - Colorado,78701,02/07/2022,96,"303 COLORADO ST
AUSTIN, TX 78701
(30.26593, -97.74506)",12185620,Routine Inspection
Word Of Mouth Catering,78744,01/30/2023,93,"5002 BURLESON RD
AUSTIN, TX 78744
(30.21176, -97.72863)",12186070,Routine Inspection
Widen Elementary School,78744,09/15/2020,98,"5605 NUCKOLS CROSSING RD
AUSTIN, TX 78744
(30.18875, -97.74076)",2800240,Routine Inspection
Levy at Q2 Stadium/Upper Concourse Hawkings,78758,12/07/2021,100,"10414 MC KALLA PL
AUSTIN, TX 78758
(30.38617, -97.71859)",12394498,Routine Inspection
Pok-E-Jo's Brodie Oaks,78704,04/26/2022,95,"4109 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78704
(30.2394, -97.79955)",2801806,Routine Inspection
Sushi Junai,78701,08/23/2021,78,"1612 LAVACA ST
AUSTIN, TX 78701
(30.27896, -97.74143)",11800993,Routine Inspection
Mariposa Montessori School,78745,08/16/2022,100,"3338 PAISANO TRL
AUSTIN, TX 78745
(30.20768, -97.83006)",11898215,Routine Inspection
Chipotle Mexican Grill #427,78717,09/10/2020,99,"11301 LAKELINE BLVD
AUSTIN, TX 78717
(30.479897, -97.797927)",10176919,Routine Inspection
Central District Brewing,78701,02/02/2022,93,"417 RED RIVER ST
AUSTIN, TX 78701
(30.26537, -97.73758)",12129055,Routine Inspection
Wayside Schools,78744,10/20/2022,97,"6405 S IH
SVRD NB AUSTIN, TX 78744",10936961,Routine Inspection
HEB #20 Deli & Bakery,78727,05/13/2020,98,"6001 W PARMER LN
AUSTIN, TX 78727
(30.44196, -97.74148)",2801129,Routine Inspection
Codependent,78701,01/13/2022,95,"301 WEST AVE
AUSTIN, TX 78701
(30.26772, -97.75152)",12393493,Routine Inspection
"Lone Star Souvenir ""MIR Trading Inc.""",78701,01/09/2021,90,"502 E 6TH ST
AUSTIN, TX 78701
(30.26672, -97.73803)",11521947,Routine Inspection
Gold's Gym Austin Southeast,78745,07/05/2022,100,"801 E WILLIAM CANNON DR
AUSTIN, TX 78745
(30.19094, -97.77193)",12394096,Routine Inspection
El Pollo Rico # 8,78722,09/28/2022,97,"3909 N IH
AUSTIN, TX 78722",11964856,Routine Inspection
Burnet Express,78757,05/23/2022,91,"8400 BURNET RD
AUSTIN, TX 78757
(30.36495, -97.72885)",10608159,Routine Inspection
Burger King,78752,05/31/2022,97,"7105 N IH
AUSTIN, TX 78752",10104313,Routine Inspection
Gus Garcia Young Men's Leadership Academy,78724,11/04/2021,100,"7414 JOHNNY MORRIS RD
AUSTIN, TX 78724
(30.30802, -97.64354)",10065968,Routine Inspection
Texas Bakery,78753,08/31/2022,82,"10901 N LAMAR BLVD
AUSTIN, TX 78753
(30.37841, -97.6879)",12396651,Routine Inspection
LW - Chicken Express,78734,01/04/2023,98,"2109 S FM 620 RD
LAKEWAY, TX 78734",2802814,Routine Inspection
Brush Country Food Mart,78749,05/05/2022,97,"6511 BRUSH COUNTRY RD
AUSTIN, TX 78749
(30.22358, -97.84091)",11973925,Routine Inspection
Staybridge Suites,78753,12/22/2020,91,"13000 N IH
AUSTIN, TX 78753",11558121,Routine Inspection
Meals On Wheels and More,78702,01/21/2022,96,"3227 E 5TH ST
AUSTIN, TX 78702
(30.25489, -97.70616)",2801634,Routine Inspection
Starbucks Coffee #9676,78729,02/16/2022,96,"6301 W PARMER LN
AUSTIN, TX 78729
(30.44545, -97.74332)",2802673,Routine Inspection
PF - Baskin Robbins,78660,08/04/2022,96,"1552 FM 685 RD
PFLUGERVILLE, TX 78660
(30.45262, -97.60396)",12395299,Routine Inspection
Westwood Country Club,78703,07/06/2022,96,"3808 W 35TH ST
AUSTIN, TX 78703
(30.31359, -97.77437)",2800194,Routine Inspection
Travis High School Child Development Center,78704,02/15/2022,99,"1314 E OLTORF ST
AUSTIN, TX 78704
(30.23429, -97.74305)",11309576,Routine Inspection
Encompass Health Rehabilitation Hospital of Austin,78704,12/22/2021,100,"330 W BEN WHITE BLVD
AUSTIN, TX 78704
(30.22555, -97.76678)",12155982,Routine Inspection
Chipotle Mexican Grill #501,78701,09/15/2020,95,"801 CONGRESS AVE
AUSTIN, TX 78701
(30.27007, -97.74205)",10176495,Routine Inspection
Springhill Suites Austin North,78753,06/07/2021,92,"12520 N IH
AUSTIN, TX 78753",12186010,Routine Inspection
Mi Bambuco Colombian Restaurant,78744,06/01/2021,77,"5808 BURLESON RD
AUSTIN, TX 78744
(30.20792, -97.72077)",12392452,Routine Inspection
McDonald's #33092,78717,03/23/2020,100,"10525 W PARMER LN
AUSTIN, TX 78717
(30.49707, -97.77572)",11824383,Routine Inspection
Longhorn Village - Assisted Living,78732,03/31/2021,100,"12001 LONGHORN PKWY
AUSTIN, TX 78732
(30.35019, -97.91156)",10260618,Routine Inspection
"Children's Courtyard, The",78759,05/05/2021,96,"12336 N MOPAC EXPY
SB AUSTIN, TX 78759
(30.41724, -97.70581)",2801724,Routine Inspection
Auguste Escoffier School of Culinary Arts,78752,05/03/2021,93,"6020 DILLARD CIR
AUSTIN, TX 78752
(30.32651, -97.71765)",10539808,Routine Inspection
Bill Miller BBQ,78757,07/06/2020,78,"8105 BURNET RD
AUSTIN, TX 78757
(30.35976, -97.72988)",2800062,Routine Inspection
Epoch Coffee,78757,12/09/2021,96,"2700 W ANDERSON LN
AUSTIN, TX 78757
(30.3581, -97.73512)",11028095,Routine Inspection
Subway #16850,78704,05/25/2022,85,"500 E BEN WHITE BLVD
AUSTIN, TX 78704
(30.21964, -97.75672)",10053502,Routine Inspection
Torchy's Tacos,78705,05/23/2022,87,"2801 GUADALUPE ST
AUSTIN, TX 78705
(30.29359, -97.74197)",10149497,Routine Inspection
MN-Libation Station,78653,11/03/2021,98,"201 E PARSONS ST
MANOR, TX 78653
(30.34086, -97.55644)",12186199,Routine Inspection
Parmer Lane 3.5 Juice Bar,78727,08/31/2022,98,"5505 W PARMER LN
AUSTIN, TX 78727
(30.43648, -97.73498)",11392325,Routine Inspection
Nickel City,78702,02/15/2023,94,"1133 E 11TH ST
AUSTIN, TX 78702
(30.26873, -97.72801)",11737512,Routine Inspection
BC - Austin Tea Xchange,78738,07/12/2022,94,"13011 SHOPS PKWY
BEE CAVE, TX 78738
(30.30708, -97.94541)",12020767,Routine Inspection
Dip Dip Dip Tatsu-Ya,78757,01/26/2022,83,"7301 BURNET RD
AUSTIN, TX 78757
(30.34871, -97.73545)",12140992,Routine Inspection
Flyrite Chicken Inc,78757,04/12/2021,77,"6539 BURNET RD
AUSTIN, TX 78757
(30.3409, -97.73885)",11644239,Routine Inspection
Mooyah Burgers Fries Shakes,78717,09/29/2020,94,"11301 LAKELINE BLVD
AUSTIN, TX 78717
(30.479897, -97.797927)",11508273,Routine Inspection
RW -  Arise Austin Medical Center,78746,06/01/2021,98,"3003 BEE CAVES RD
ROLLINGWOOD, TX 78746
(30.27162, -97.79586)",10971066,Routine Inspection
California Pizza Kitchen,78758,07/08/2020,85,"3401 ESPERANZA XING
AUSTIN, TX 78758
(30.40064, -97.72695)",10005841,Routine Inspection
Walton's Fancy & Staple,78701,08/12/2022,90,"609 W 6TH ST
AUSTIN, TX 78701
(30.26976, -97.74893)",10196030,Routine Inspection
Onnit Academy,78744,07/15/2020,92,"4401 FREIDRICH LN
AUSTIN, TX 78744
(30.21013, -97.74935)",11274088,Routine Inspection
Whataburger,78719,10/17/2022,93,"2901 SPIRIT OF TEXAS DR
AUSTIN, TX 78719
(30.21102, -97.66801)",12394209,Routine Inspection
Meches Mexican Restaurant,78617,09/26/2022,83,"13602 FM 812 RD
AUSTIN, TX 78617
(30.12339, -97.63855)",11700658,Routine Inspection
Lamar C Store,78752,12/07/2020,83,"6301 N LAMAR BLVD
AUSTIN, TX 78752
(30.33125, -97.72266)",11709772,Routine Inspection
Double Dave's Pizza Works,78758,07/22/2021,85,"11900 METRIC BLVD
AUSTIN, TX 78758
(30.40015, -97.70391)",11685038,Routine Inspection
TLLT BBQ,78717,05/19/2022,84,"11301 LAKELINE BLVD
AUSTIN, TX 78717
(30.479897, -97.797927)",12185747,Routine Inspection
Halal Bros,78758,07/15/2022,79,"1910 W BRAKER LN
AUSTIN, TX 78758
(30.39281, -97.70688)",11565796,Routine Inspection
Pearl Street Co-Op,78705,08/20/2020,97,"2000 PEARL ST
AUSTIN, TX 78705
(30.28416, -97.74662)",2800409,Routine Inspection
Oak Springs Elementary,78702,04/29/2021,96,"3601 WEBBERVILLE RD
AUSTIN, TX 78702
(30.27221, -97.70499)",2800342,Routine Inspection
Proud Mary Coffee,78704,01/19/2023,92,"2043 S LAMAR BLVD
AUSTIN, TX 78704
(30.2486, -97.76937)",12397321,Routine Inspection
La Mexicana Supermercado-Kitchen/Deli,78724,01/21/2021,86,"14236 FM 969 RD
AUSTIN, TX 78724
(30.24793, -97.58464)",11248234,Routine Inspection
Feng Cha,78757,04/26/2022,89,"2525 W ANDERSON LN
AUSTIN, TX 78757
(30.35693, -97.73259)",12185815,Routine Inspection
Thundercloud Subs #17,78756,12/29/2022,92,"5401 BURNET RD
AUSTIN, TX 78756
(30.32852, -97.73981)",2800023,Routine Inspection
El Pollo Rico #5,78741,02/15/2023,99,"1717 S PLEASANT VALLEY RD
AUSTIN, TX 78741
(30.23567, -97.72111)",10889845,Routine Inspection
LIN,78703,11/29/2022,89,"1203 W 6TH ST
AUSTIN, TX 78703
(30.27284, -97.75809)",11757706,Routine Inspection
Casa de Luz,78704,05/18/2022,93,"1701 TOOMEY RD
AUSTIN, TX 78704
(30.26478, -97.76145)",2800313,Routine Inspection
Whole Foods - Kikka,78703,12/02/2021,100,"525 N LAMAR BLVD
AUSTIN, TX 78703
(30.2707, -97.7537)",2802657,Routine Inspection
China Spice,78753,04/13/2021,74,"9710 N LAMAR BLVD
AUSTIN, TX 78753
(30.36686, -97.69491)",10618280,Routine Inspection
Franklin Barbecue,78702,07/08/2020,98,"900 E 11TH ST
AUSTIN, TX 78702
(30.26994, -97.73133)",10523909,Routine Inspection
Bread Basket,78745,06/10/2021,82,"8801 WEST GATE BLVD
AUSTIN, TX 78745
(30.19126, -97.83264)",10874948,Routine Inspection
Jaliscienses Mexican Restaurant,78745,10/22/2020,90,"717 E BEN WHITE BLVD
AUSTIN, TX 78745
(30.21715, -97.75538)",12186367,Routine Inspection
Epoch Coffee,78757,06/04/2020,96,"2700 W ANDERSON LN
AUSTIN, TX 78757
(30.3581, -97.73512)",11028095,Routine Inspection
WL- Blenders and Bowls,78746,04/25/2022,88,"3736 BEE CAVES RD
WEST LAKE HILLS, TX 78746
(30.2803, -97.80759)",11474650,Routine Inspection
Kublai Khan,78753,07/23/2020,87,"12901 N IH
AUSTIN, TX 78753",11077210,Routine Inspection
La Playa,78745,02/10/2021,79,"6400 S 1ST ST
AUSTIN, TX 78745
(30.20029, -97.7861)",12185905,Routine Inspection
Arte Sano LLC,78744,05/31/2022,100,"6110 TRADE CENTER DR
AUSTIN, TX 78744
(30.20935, -97.71614)",11786340,Routine Inspection
Conans Pizza,78745,10/13/2021,93,"2018 W STASSNEY LN
AUSTIN, TX 78745
(30.21616, -97.79824)",12393802,Routine Inspection
Texas Roadhouse,78748,07/09/2021,84,"9300 S IH
AUSTIN, TX 78748",12042010,Routine Inspection
Thundercloud Subs,78705,06/01/2020,85,"3204 GUADALUPE ST
AUSTIN, TX 78705
(30.29978, -97.74043)",2800617,Routine Inspection
Lamar Food Market,78753,08/18/2021,88,"10810 N LAMAR BLVD
AUSTIN, TX 78753
(30.37721, -97.68943)",10703396,Routine Inspection
PF- Duck Donuts,78660,02/17/2022,98,"18616 LIMESTONE COMMERCIAL DR
PFLUGERVILLE, TX 78660
(30.46574, -97.5972)",12392595,Routine Inspection
La Dulzura,78753,12/16/2022,95,"10601 N LAMAR
AUSTIN, TX 78753
(30.37459, -97.69005)",12395028,Routine Inspection
Barrett's Coffee,78752,06/24/2020,93,"713 W ST JOHNS AVE
AUSTIN, TX 78752
(30.33917, -97.71738)",11685371,Routine Inspection
Bee Cave BBQ,78733,02/10/2022,85,"8414 FM 2244 RD
AUSTIN, TX 78733
(30.31479, -97.85599)",11801114,Routine Inspection
Shoal Creek Saloon,78703,05/10/2021,78,"909 N LAMAR BLVD
AUSTIN, TX 78703
(30.27445, -97.75256)",2800778,Routine Inspection
Homewood Suites - Austin,78744,12/28/2022,100,"4143 GOVERNORS ROW
AUSTIN, TX 78744
(30.21334, -97.74988)",11396711,Routine Inspection
PF - Popeye's #303,78660,04/14/2021,96,"1547 FM 685 RD
PFLUGERVILLE, TX 78660
(30.45218, -97.60421)",12392385,Routine Inspection
BOWLMENU,78759,07/27/2022,88,"8650 SPICEWOOD SPRINGS RD
AUSTIN, TX 78759
(30.43341, -97.77177)",11829052,Routine Inspection
Domino's,78745,06/19/2020,100,"2716 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.20795, -97.81731)",12392443,Routine Inspection
Panera Bread,78717,08/24/2020,91,"10900 LAKELINE MALL DR
BLDG J AUSTIN, TX 78717
(30.47448, -97.7963)",10354368,Routine Inspection
Little Woodrow's,78701,06/09/2021,92,"520 W 6TH ST
AUSTIN, TX 78701
(30.26955, -97.74818)",11572730,Routine Inspection
Jester Market,78750,09/22/2021,89,"6507 JESTER BLVD
AUSTIN, TX 78750
(30.36958, -97.80005)",2801484,Routine Inspection
Jack in the Box #912,78723,10/06/2021,90,"6540 ED BLUESTEIN BLVD
AUSTIN, TX 78723
(30.30398, -97.66188)",10790632,Routine Inspection
7-11,78704,10/21/2022,89,"1320 E OLTORF ST
AUSTIN, TX 78704
(30.23403, -97.74242)",11663250,Routine Inspection
Jet's Pizza,78748,12/29/2022,86,"8900 S CONGRESS AVE
AUSTIN, TX 78748
(30.16926, -97.78888)",12394251,Routine Inspection
Driskill Hotel - Bakery Kitchen,78701,08/10/2022,100,"604 BRAZOS ST
AUSTIN, TX 78701
(30.26798, -97.74137)",10918312,Routine Inspection
La Gran Colombia Cafe,78732,05/21/2021,98,"6550 COMANCHE TRL
AUSTIN, TX 78732
(30.40645, -97.87439)",11612061,Routine Inspection
Bao'd Up,78723,06/04/2021,94,"1911 ALDRICH ST
AUSTIN, TX 78723
(30.29855, -97.70478)",11747511,Routine Inspection
Taco Bell #030140,78704,11/06/2020,99,"201 E OLTORF ST
AUSTIN, TX 78704
(30.238, -97.7523)",11066742,Routine Inspection
PF - Pizza Hut,78660,07/27/2021,96,"100 12TH ST
PFLUGERVILLE, TX 78660
(30.44332, -97.63044)",12392405,Routine Inspection
Cross Creek Hospital,78754,06/07/2021,98,"8402 CROSS PARK DR
AUSTIN, TX 78754
(30.33835, -97.67675)",11292426,Routine Inspection
McDonalds,78751,07/06/2022,94,"5516 N LAMAR BLVD
AUSTIN, TX 78751
(30.32364, -97.72834)",2801787,Routine Inspection
Sunrise Market,78723,10/27/2020,91,"6303 CAMERON RD
AUSTIN, TX 78723
(30.32042, -97.69616)",11987780,Routine Inspection
Baby Acapulco #4,78753,04/22/2020,83,"13609 N IH
AUSTIN, TX 78753",2801593,Routine Inspection
Smokey J's Barbeque #1,78732,03/31/2020,86,"7008 N FM 620 RD
AUSTIN, TX 78732",2800704,Routine Inspection
Stassney Food Mart,78744,08/09/2022,70,"5717 S IH
SVRD NB BLDG D AUSTIN, TX 78744",12151234,Routine Inspection
PF - Hendrickson Pod,78660,01/06/2023,100,"2905 FM
PFLUGERVILLE, TX 78660
(30.46782, -97.59319)",12392629,Routine Inspection
Congregation Agudas Achim,78731,02/10/2022,92,"7300 HART LN
AUSTIN, TX 78731
(30.35748, -97.75466)",10092085,Routine Inspection
Kasian Boil,78726,09/14/2020,81,"11416 N FM 620 RD
AUSTIN, TX 78726
(30.45344, -97.82794)",12393052,Routine Inspection
ABIA-Departure Lounge/Berry Austin,78719,08/20/2021,99,"3600 PRESIDENTIAL BLVD
AUSTIN, TX 78719
(30.20263, -97.66714)",11864820,Routine Inspection
Sunrise Mini Mart,78704,05/07/2021,90,"539 W OLTORF ST
AUSTIN, TX 78704
(30.24204, -97.7594)",10000688,Routine Inspection
Einstein Bros. Bagels #3606,78749,09/16/2022,95,"6611 S MOPAC EXPY
AUSTIN, TX 78749
(30.2212, -97.8352)",11000327,Routine Inspection
Hanara Sushi & Grill,78759,11/01/2022,92,"10000 RESEARCH BLVD
AUSTIN, TX 78759
(30.39284, -97.74693)",12006568,Routine Inspection
SV - Austin Custom Winery,78745,02/10/2023,100,"5207 BRODIE LN
SUNSET VALLEY, TX 78745
(30.23132, -97.81844)",11089004,Routine Inspection
Berkman Food Mart,78723,08/25/2022,87,"6615 BERKMAN DR
AUSTIN, TX 78723
(30.31943, -97.68887)",2803871,Routine Inspection
Wax Myrtle's Club & Pool,78701,01/30/2023,100,"501 BRAZOS ST
AUSTIN, TX 78701
(30.26705, -97.74172)",12395835,Routine Inspection
Teapioca Lounge,78727,01/25/2023,96,"1700 W PARMER LN
AUSTIN, TX 78727
(30.41289, -97.68886)",10530160,Routine Inspection
Mikado Ryotei,78758,06/23/2020,89,"9033 RESEARCH BLVD
AUSTIN, TX 78758
(30.37354, -97.72462)",10617884,Routine Inspection
MN - Manor Express Mart,78653,11/08/2021,83,"12130 N FM 973 RD
MANOR, TX 78653
(30.33737, -97.55887)",10188186,Routine Inspection
Roaring Fork Restaurant,78701,08/09/2021,81,"701 CONGRESS AVE
AUSTIN, TX 78701
(30.26918, -97.7424)",2801929,Routine Inspection
Costco #681 Food Court & Deli,78759,10/13/2022,92,"10401 RESEARCH BLVD
AUSTIN, TX 78759
(30.39653, -97.74577)",2801807,Routine Inspection
"Ranch, The",78701,07/28/2022,93,"710 W 6TH ST
AUSTIN, TX 78701
(30.2701, -97.75011)",10119908,Routine Inspection
Panda Express #1415,78757,12/10/2021,97,"7718 BURNET RD
AUSTIN, TX 78757
(30.35391, -97.73218)",10008532,Routine Inspection
Canteen @ Costco #681,78759,10/13/2022,99,"10401 RESEARCH BLVD
AUSTIN, TX 78759
(30.39653, -97.74577)",11863874,Routine Inspection
Gyu Kaku Japanese BBQ Restaurant,78702,04/20/2022,87,"1211 E 5TH ST
AUSTIN, TX 78702
(30.26343, -97.73065)",12393124,Routine Inspection
First Watch Restaurant #362,78717,11/03/2022,90,"14005 N US 183 HWY
AUSTIN, TX 78717
(30.4749, -97.79903)",11734393,Routine Inspection
La Mancha Tex Mex Tavern,78756,03/31/2021,78,"2203 HANCOCK DR
AUSTIN, TX 78756
(30.32282, -97.74058)",10961298,Routine Inspection
CVS/Pharmacy  #7719,78757,11/30/2020,96,"2900 W ANDERSON LN
AUSTIN, TX 78757
(30.35959, -97.73741)",2804029,Routine Inspection
Amaya's Taco Village,78748,02/11/2022,81,"9900 S IH
AUSTIN, TX 78748",11116227,Routine Inspection
Happy Kids Day Care,78723,05/28/2020,84,"5709 MANOR RD
AUSTIN, TX 78723
(30.30487, -97.68105)",10458107,Routine Inspection
Mr. Gatti's,78660,05/04/2021,99,"1615 GRAND AVENUE PKWY
AUSTIN, TX 78660
(30.45569, -97.65911)",2802961,Routine Inspection
